,day,month,year,Cleaned_Tweets,Retweets,Likes
642,21,4,2022,"When Eberhard was fired unanimously by the board in July 2007 for damn good reasons, no one left with him. That says it all.",425,8706
643,21,4,2022,"They say history is written by the victors, but not on Wikipedia if the losing party is still alive amp has lots of time on their hands",1071,10676
644,21,4,2022,"Hopefully, I didnât say too many dumb things",845,27057
645,21,4,2022,"But if he was actually capable of creating a company like Tesla, he would have done so after he was fired for lying outrageously about cost amp progress of Roadster in mid 2007.We wouldâve lost at least a few talented people if he was the real deal, but we lost no one.",395,5547
646,21,4,2022,"I put in all I had, whereas Eberhard, who was worth over 10M at the time, refused to invest a penny to help Tesla. If it was really his baby, he would never have stood by while it starved to death.",355,4152
647,21,4,2022,Exactly,137,3587
648,21,4,2022,"I should, but that would take a lot of time away from Tesla, SpaceX amp other work. Walter Isaacson is writing a book.",215,4004
649,21,4,2022,"The failures are mine, the successes belong to others",4074,55684
650,21,4,2022,Yes,68,1842
651,21,4,2022,Eberhard has been relentlessly pushing a false narrative about Tesla for 15 years. Heâs a compelling liar. Fooled me for almost 3 years.,452,6083
652,22,4,2022,I will verify you. The current process for verification is like if Kafka had a Magic 8-Ball,3932,77990
653,22,4,2022,I wish we did. Would be better for making life multiplanetary.,839,20362
654,22,4,2022,What is best in life,8831,163046
655,22,4,2022,The Barbarians are at the Gate,25072,323800
656,22,4,2022,That number should probably be on my gravestone at this point,973,26536
657,22,4,2022,Yes,3367,79032
658,22,4,2022,The real tragedy is that tie Iâm wearing,1656,66960
659,23,4,2022,Your new title at Block is ,1953,45488
660,23,4,2022, also why are there still printers,1883,53692
661,23,4,2022,ESG ratings make no sense,3234,40657
662,23,4,2022,"Elden Ring is incredible, but why are extremely gory death/murder scenes ok, but panties get you banned",1151,21215
663,23,4,2022,shadow ban council reviewing tweet â,41320,621127
664,23,4,2022,Yeah,1846,49344
665,23,4,2022,"Yeah, but I didnât leak it to NYT. They must have got it through friends of friends. I heard from multiple people at TED that Gates still had half billion short against Tesla, which is why I asked him, so itâs not exactly top secret.",7069,56381
666,23,4,2022,in case u need to lose a boner fast,134490,1401730
667,23,4,2022,So many âverifiedâ scam crypto bots,1046,14258
668,23,4,2022,Yes,171,3533
669,23,4,2022,Tesla China is doing incredible work,905,20373
670,23,4,2022,Something like that,177,3837
671,23,4,2022,"FSD is best in Bay Area, given engineering mostly lives there, but rest of country will soon be at that level",442,8989
672,23,4,2022,Good list,912,22621
673,24,4,2022,"In the coming years, Boring Co will attempt to build a working Hyperloop. From a known physics standpoint, this is the fastest possible way of getting from one city center to another for distances less than 2000 miles. Starship is faster for longer journeys.",1196,12123
674,24,4,2022,"Next beta release has many improvements, especially for complex left turns amp heavy traffic",682,13548
675,24,4,2022,Strange how these things are bucketed. I think of the whole company as being RampD.,1411,31241
676,24,4,2022,"First one definitely, second is nice to have and third isnât needed imo",1531,17359
677,24,4,2022,Tunnels anyone,3463,102021
678,24,4,2022,Drug naming conventions are so ridiculous Does someone just literally have a random syllable generator,248,4841
679,24,4,2022,from making fun of Gates for shorting Tesla while claiming to support climate change action,20724,390469
680,24,4,2022,Getting there,197,4245
681,24,4,2022,"Underground tunnels are immune to surface weather conditions subways are a good example, so it wouldnât matter to Hyperloop if a hurricane was raging on the surface. You wouldnât even notice.",1030,14152
682,24,4,2022,"In the meantime, semaglutide aka Ozempic/Rybelsus appears to be effective in appetite control with minor side effects",477,6943
683,24,4,2022,Yes,246,4728
684,24,4,2022,"Current generation Neuralinks can help to some degree, but an advanced case of Alzheimers often involves macro degeneration of the brain. However, Neuralinks should theoretically be able restore almost any functionality lost due localized brain damage from stroke or injury.",280,3566
685,24,4,2022,,323,7986
686,24,4,2022,"If youâve engineered or manufactured smart watches or phones, please join Neuralink Your skills are directly applicable.",3344,34765
687,24,4,2022,"It is an electronics/mechanical/software engineering problem for the Neuralink device that is similar in complexity level to smart watches which are not easy, plus the surgical robot, which is comparable to state-of-the art CNC machines.No need for AI/ NN/ML quite yet.",509,6987
688,24,4,2022,Certainly physically possible. Weâre working on bridging broken links between brain amp body.Neuralinks in motor amp sensory cortex bridging past weak/broken links in neck/spine to Neuralinks in spinal cord should theoretically be able to restore full body functionality.,1304,14314
689,24,4,2022,Moving on â,30999,486478
690,24,4,2022,"Also, epic printer scene in Office Space",587,12810
691,24,4,2022,"Definitely. Might be less than 5 years away, as current version Neuralinks are semi-generalized neural read/write devices with 1000 electrodes and tinnitus  probably needs ltlt1000.Future gen Neuralinks will increase electrode count by many orders of magnitude.",198,2433
692,25,4,2022, Yesss ,348158,2608578
693,25,4,2022,"I hope that even my worst critics remain on Twitter, because that is what free speech means",368279,3232772
694,25,4,2022,"The Instagram curse: Water everywhere, yet always thirsty.",1534,21559
695,25,4,2022,And be my love in the rain,52826,799470
696,25,4,2022,"The San Francisco office of the SEC were shameless puppets of Wall St shortseller sharks, while doing nothing to protect actual shareholders. That is why I lost all respect for them.",6147,34548
697,25,4,2022,"The head of Saudi PIF committed unequivocally to take Tesla private with me, as witnessed by the Tesla CFO and several others. That is why I said funding was secured.",1675,24172
698,25,4,2022,Yup,480,11286
699,25,4,2022,I do love humanity,10276,209920
700,26,4,2022,Can someone please give the NPCs a bigger dialogue tree,6925,117083
701,26,4,2022,The extreme antibody reaction from those who fear free speech says it all,192900,1653315
702,26,4,2022,"By âfree speechâ, I simply mean that which matches the law. I am against censorship that goes far beyond the law. If people want less free speech, they will ask government to pass laws to that effect.Therefore, going beyond the law is contrary to the will of the people.",89887,838506
703,26,4,2022,"Raptor 2 rocket engines at Starbase, each producing over half a million pounds 230 tons of force",21735,404271
704,26,4,2022,Per aspera ad astra,41296,518423
705,26,4,2022,Suspending the Twitter account of a major news organization for publishing a truthful story was obviously incredibly inappropriate,48967,378586
706,27,4,2022,"For Twitter to deserve public trust, it must be politically neutral, which effectively means upsetting the far right and the far left equally",144607,1552828
707,27,4,2022,"Attacks are coming thick and fast, primarily from the left, which is no surprise, however I should be clear that the right will probably be a little unhappy too.My goal is to maximize area under the curve of total human happiness, which means the 80% of people in the middle.",16235,184071
708,27,4,2022,Vegas Boring Co tunnel,757,20941
709,27,4,2022,What are talking about Iâm just saying Twitter needs to be politically neutral.,10592,207191
710,27,4,2022,"The Washington Post targets me relentlessly Their insults could be higher quality, but some are not bad. I gave them 3 stars on Yelp.",8857,120919
711,27,4,2022,"Almost every media outlet on Earth wrote about me acquiring Twitter, causing a massive influx of new users",2460,29076
712,27,4,2022,"Yeah, I noticed that too. Pretty weird.",9040,148363
713,27,4,2022,Should be called Trumpet instead,18758,473539
714,27,4,2022,Truth Social terrible name exists because Twitter censored free speech,29650,489612
715,27,4,2022,Truth Social is currently beating Twitter amp TikTok on the Apple Store,49781,607646
716,27,4,2022,Sounds pretty bad â,4675,46621
717,28,4,2022,. Oh hi lol,42793,625037
718,28,4,2022,Same,1497,64418
719,28,4,2022,Freedom of speech means freedom of speech,20619,271336
720,28,4,2022,Discomforting,4285,66614
721,28,4,2022,Accurate interview,1254,27234
722,28,4,2022,FCC FTW,3419,64698
723,28,4,2022,Sounds like satire,1720,37765
724,28,4,2022,âReal magic is only a sip away.âActual slogan of Coca-Cola ,20786,425103
725,28,4,2022,Trumpet is legit a way better name,2209,69642
726,28,4,2022,"Listen, I canât do miracles ok",212854,2581112
727,28,4,2022,Letâs make Twitter maximum fun,194742,2650644
728,28,4,2022,Kicks Red Bullâs ass,7559,206038
729,28,4,2022,Some sci-fi that actually features sci-fi would be great,4098,146129
730,28,4,2022,Next Iâm buying Coca-Cola to put the cocaine back in,681707,4780787
731,28,4,2022,"Twitter DMs should have end to end encryption like Signal, so no one can spy on or hack your messages",107799,1467045
732,28,4,2022,Great show,323,15196
733,29,4,2022,Adderall is an anger amplifier. Avoid at all costs.,5910,95500
734,29,4,2022,"Antarctica, which is a massive continent, only had a human settlement 127 years ago",718,13394
735,29,4,2022,True,655,20644
736,29,4,2022,"Stop hitting on me, Iâm really shy ",48197,493872
737,29,4,2022,"No, I meant wide release to high safety score beta participants. Going to all beta participants is expected later this year.",255,4523
738,29,4,2022,Update probably goes to wide release next week. This is a big one.,862,10854
739,29,4,2022,True haha,1321,48533
740,29,4,2022,"The far left hates everyone, themselves included",121066,1179896
741,29,4,2022,But Iâm no fan of the far right either. Letâs have less hate and more love.,46986,806803
742,29,4,2022,This is messed up,9817,132356
743,29,4,2022,"I try not to pick fights, but I do finish them",6204,51939
744,29,4,2022,"The car knows that something is there, just doesnât know that theyâre horses yet, but it will. Dogs, cats and many other animals will also be recognized.",2850,79259
745,29,4,2022,"I strongly supported Obama for President, but todayâs Democratic Party has been hijacked by extremists",13436,104323
746,29,4,2022,No further TSLA sales planned after today,2927,42680
747,29,4,2022,The people of Twitter strongly agree that Twitter needs to be fixed,9016,157093
748,30,4,2022,Iâve talked to many more people who were helped by psychedelics amp ketamine than SSRIs amp amphetamines,5183,65686
749,30,4,2022,Phew,524,14402
750,30,4,2022,"Drugs, alcohol especially, have played a major role throughout history",1028,14895
751,30,4,2022,You will always be my Captain,3643,72027
752,30,4,2022,"I have not heard bad things about Ritalin, which is not good to say itâs good, just havenât heard bad things about it",338,7200
753,30,4,2022,"Wellbutrin is way worse than Adderall imo. It should be taken off the market. Every time that drug has come up in conversation, someone at the table has a suicide or near suicide story.",2764,32073
754,30,4,2022,A friend just emailed me about her bad Ritalin experience. Best to be cautious with all neurotransmitter drugs.,811,12332
755,1,5,2022,"An amazing example of what implanted electrodes can do, even when there are only a few large wires",2040,43517
756,1,5,2022,Haha he says âBitcoinâ so many times,1985,29122
757,1,5,2022,Since Iâve been asked a lot:Buy stock in several companies that make products amp services that you believe in.Only sell if you think their products amp services are trending worse. Donât panic when the market does.This will serve you well in the long-term.,109674,1101105
758,1,5,2022,"Major problem. Passive/index managers should vote in the best interests of shareholders, not shift responsibility to proxy advisory firms.",365,5171
759,1,5,2022,"Exactly. Right before he died, Jack Bogle of Vanguard fame said index/passive funds were too great a percentage of the market and he really knew what he was talking about There should be a shift back towards active investment. Passive has gone too far.",1230,12201
760,1,5,2022,Munger is correct,249,4529
761,1,5,2022,Not a bad idea,1478,22325
762,1,5,2022,True,2086,55361
763,1,5,2022,"Authentication is important, but so is anonymity for many. A balance must be struck.",5838,68917
764,1,5,2022,Humans,704,19037
765,1,5,2022,No kidding â,3599,63298
766,1,5,2022,"Exactly, decisions are being made on behalf of actual shareholders that are contrary to their interests Major problem with index/passive funds.",1247,16361
767,2,5,2022,That is exactly the question,1667,24133
768,2,5,2022,"Hey, why are they already writing my suicide story",8113,60074
769,2,5,2022,As I was saying â,102637,1329156
770,2,5,2022,Haha ,653,12457
771,2,5,2022,Allâs well thatâs Orwell,2794,17419
772,2,5,2022,the elusive beauty of imperfection,28371,410623
773,2,5,2022,"Thatâs a Vanity Fair party and she photobombed me in the background, but you know that already, donât know",2049,20360
774,2,5,2022,NBC basically saying Republicans are Nazis â,14143,102368
775,2,5,2022,Will do our best,1273,38308
776,2,5,2022,Sphincter valve,1923,65081
777,2,5,2022,I wonder what the world be like if Ludendorff hadnât sent Lenin a train,2196,35077
778,2,5,2022,"Not true. Overwhelmingly, the world will choose batteries.",1979,40294
779,2,5,2022,Sell Shadow Crew merch to buy Twitter,1796,33457
780,2,5,2022,"My Shadrow Crew is sickkkAlso, who are they again",2344,39524
781,2,5,2022,Where is their âclientâ list Shouldnât at least one of them go down,13382,81968
782,2,5,2022,"By mass, Earth is composed of 32% Iron. Next most common element by mass is oxygen at 30%, but only a small portion of that is in the atmosphere.",2095,45436
783,3,5,2022,"Also, as mentioned before, we will try to keep as many shareholders as legally possible in privately held Twitter",785,14283
784,3,5,2022,Literally 10 times higher than it should be,578,10097
785,3,5,2022,"Yeah, we paid for rent by turning the house into a nightclub amp charging 5",1166,15986
786,3,5,2022,Who funds these organizations that want to control your access to information Letâs investigate â,53550,384037
787,3,5,2022,Sunlight is the best disinfectant,37438,398967
788,3,5,2022,Hereâs hoping,342,6283
789,3,5,2022,I will call him and ask,620,10478
790,3,5,2022,"George, please slide into my DMs",1250,11082
791,3,5,2022,Accurate,682,17034
792,3,5,2022,"Twitter will always be free for casual users, but maybe a slight cost for commercial/government users",31057,411390
793,3,5,2022,"Ultimately, the downfall of the Freemasons was giving away their stonecutting services for nothing",30776,420698
794,3,5,2022,Appleâs store is like having a 30% tax on the Internet. Definitely not ok.,2892,36019
795,3,5,2022,"Yeah, kids starting with lots of money usually have much less motivation than those who have nothing. When we started our first company Zip2 in 95, I had over 100k of student debt, a computer I built myself and a few thousand dollars.",9549,102930
796,3,5,2022,"Tesla is now over 110k direct jobs and roughly 500k indirect, factoring in suppliers",1227,12943
797,3,5,2022,I was going full Looney Tunes haha,2899,103425
798,3,5,2022,I saw you trending as twitter ceo ,7052,124252
799,3,5,2022,Making funny faces at the Met,2688,90670
800,3,5,2022,Can only read one side. Looks like âax the itchâ,1624,25590
801,3,5,2022,Time to make life multiplanetary,4794,82614
802,3,5,2022,Or twitter,489,9194
803,3,5,2022,There is so much potential with Twitter to be the most trusted amp broadly inclusive forum in the world,5373,68483
804,3,5,2022,"That is why we must clear out bots, spam amp scams. Is something actually public opinion or just someone operating 100k fake accounts Right now, you canât tell.And algorithms must be open source, with any human intervention clearly identified.Then, trust will be deserved.",7102,45008
805,3,5,2022,"Starlink is awesome for RVâs, camping or any activity away from cities",1425,29176
806,3,5,2022,No,219,5589
807,3,5,2022,Talked to an NPC with aggro255,1001,27800
808,3,5,2022,"They will say anything to shift support away from me. Think of it as information war, not normal dialogue.",2057,26429
809,4,5,2022,Interesting. I wonder if those funding these organizations are fully aware of what the organizations are doing.,25194,151598
810,4,5,2022,"If thatâs true, it would make me very happy",6471,193576
811,4,5,2022,"Passive/index investment is simply an amplifier of active investment. If active investment signal degrades in quality, passive is proportionately impacted.Also, if there are very few actual active investors, their decisions can greatly increase company valuation volatility.",774,9389
812,4,5,2022,I dunno â seems kinda fungible,29654,465477
813,4,5,2022,Awareness awakening,5175,70898
814,4,5,2022,And thatâs why Iâm not in show biz,506,11353
815,4,5,2022,Some revenue is better than none,609,12058
816,4,5,2022,You guys are awesome ,666,12111
817,4,5,2022,Slashdot has some of the best comments,438,9826
818,6,5,2022,I strongly believe that all managers in a technical area must be technically excellent. Managers in software must write great software or itâs like being a cavalry captain who canât ride a horse,24645,266437
819,6,5,2022,,1077,24771
820,6,5,2022,Like thrust on a ,1255,27376
821,6,5,2022,"Next release 10.12 is another step towards all NNâs using surround video amp reconciling output to a unified vector space for control code.Improves complex intersections in heavy traffic.Many upgrades to core code, so taking longer to debug issues. Probably Wed/Thurs release.",643,7983
822,6,5,2022,Copycats,1588,30073
823,6,5,2022,This will trend to well over 10 times safer,1062,19726
824,6,5,2022,We must be doing something right,804,20687
825,6,5,2022,It just keeps happening,2289,71611
826,6,5,2022,Another Starlink mission completed,10310,148244
827,6,5,2022,"This rumor originated from a parody account, but got picked up by real media amp twitter trends sigh",1831,29101
828,6,5,2022,So much to be done on layout. Every single pixel matters. Hard problem.,568,15363
829,6,5,2022,"If Twitter acquisition completes, company will be super focused on hardcore software engineering, design, infosec amp server hardware",34536,385162
830,6,5,2022,Iâm a big believer in citizen journalism and following individual journalists over publications,5429,54850
831,6,5,2022,I didnât ask anyone out or request particular seating,2302,35620
832,6,5,2022,"This is false. Iâve had no communication, directly or indirectly, with Trump, who has publicly stated that he will be exclusively on Truth Social.",21801,302698
833,6,5,2022,Haha,140,4064
834,7,5,2022,Sage advice in this thread â,485,11805
835,7,5,2022,"Also, work ethic expectations would be extreme, but much less than I demand of myself",11307,200085
836,7,5,2022,How to find secret doors in Elden Ring,2241,52263
837,7,5,2022,"At risk of stating the obvious, unless something changes to cause the birth rate to exceed the death rate, Japan will eventually cease to exist. This would be a great loss for the world.",17330,101560
838,7,5,2022,"Yes Stop the outrageous false ESG assessments, where Tesla gets a bad grade, but an oil company can get a good grade. Total gaming of the system",2562,28885
839,8,5,2022,Correct,169,3735
840,8,5,2022,Happy Motherâs Day,3143,68943
841,9,5,2022,Chocolate milk is insanely good. Just had some.,76010,1140495
842,9,5,2022,Great meeting We are very much on the same page.,1178,32085
843,9,5,2022,You might be right,395,7782
844,9,5,2022,"Int/Dex build, so mostly mage with some weapon skills. Shield in left hand, staff in right with rapier amp claws fast switch. Change armor from heavy to medium for fast roll or tank. Move talismans around a lot.Many small hits in a row to damage stack is important.Summon",861,9448
845,9,5,2022,And weâre all descended from a skinny shrew Meet your grandparentsn:,510,6721
846,9,5,2022,"Dead Space 2, FEAR 2 and Bioshock are great",321,6397
847,9,5,2022,"It is amazing. I visited in 2007 and also saw the Taj Mahal, which truly is a wonder of the world.",6117,89119
848,9,5,2022,Video games are scarier than any horror movie by far,1841,45435
849,9,5,2022,Interesting. Donât forget to look on the bright side of life sometimes,1296,21836
850,9,5,2022,Elden Ring vibes,584,16290
851,9,5,2022,Iâd like to meet this guy if he is real. Hard to tell with deepfakes these days.,3111,106267
852,9,5,2022,"Thank you for the blessing, but Iâm ok with going to hell, if that is indeed my destination, since the vast majority of all humans ever born will be there.",8942,105176
853,9,5,2022,Twitter obv has a strong left wing bias,9621,73628
854,9,5,2022,. sent this to Russian media,8913,109918
855,9,5,2022,The word âNaziâ doesnât mean what he seems to think it does,12388,153800
856,9,5,2022,"If I die under mysterious circumstances, itâs been nice knowin ya",174613,1897947
857,9,5,2022,"Like I said, my preference is to hew close to the laws of countries in which Twitter operates. If the citizens want something banned, then pass a law to do so, otherwise it should be allowed.",3910,37376
858,9,5,2022,"Seriously, how tough are you really if canât even handle 280 chars of criticism",667,8416
859,9,5,2022,Sorry I will do my best to stay alive.,10542,240189
860,9,5,2022,R2-D2 vibes,494,20490
861,9,5,2022,"Not be a buzzkill on this issue, but Venice itself is slowly dying due to very low birth rates",924,19495
862,9,5,2022,There are no angels in war,12561,177107
863,9,5,2022,Ok,5094,301701
864,9,5,2022,That wonât be needed,289,4881
865,10,5,2022,The Tesla China team is amazing,1120,28009
866,10,5,2022,Haha ,788,16925
867,10,5,2022,Important to listen to my full explanation,7258,147759
868,11,5,2022,Literally true. Even 100x is possible.,859,17315
869,11,5,2022,"Without billions of miles of training data, solving self-driving is impossible",915,16117
870,11,5,2022,Exactly,645,17011
871,11,5,2022,Probably this weekend. Lot of code updates means much is discovered during testing.,261,5589
872,11,5,2022,"Starlink has resisted Russian cyberwar jamming amp hacking attempts so far, but theyâre ramping up their efforts",15102,148927
873,11,5,2022,Release notes on this version will be long,333,6099
874,12,5,2022,"Didnât occur to founders of USA that people would live so long, so they put in age minimums for wisdom, but not age maximums for â ",922,14883
875,12,5,2022,And also younger than 8000 years old,1182,41275
876,12,5,2022, ,554,23498
877,12,5,2022,"Bidenâs mistake is that he thinks he was elected to transform the country, but actually everyone just wanted less drama",93875,1079756
878,12,5,2022,Donât Diss Information,25292,342410
879,12,5,2022,Disconcerting â,1580,26980
880,12,5,2022,"Even though I think a less divisive candidate would be better in 2024, I still think Trump should be restored to Twitter",40790,579662
881,12,5,2022,Overzealous DMCA is a plague on humanity,605,7092
882,12,5,2022,Current copyright law in general goes absurdly far beyond protecting the original creator,1194,16066
883,12,5,2022,The whole notion of being âleft wingâ or âright wingâ is silly. Almost no one initially agrees with the semi-random collection of policies associated with each wing.They only support those policies after they join the left or right mind tribe.,2191,20351
884,12,5,2022,Great thread,639,16855
885,12,5,2022,Yeah,565,19031
886,12,5,2022,Tap on the stars in upper right of screen to revert to chronological,12728,216008
887,12,5,2022,Chronological tweets seem much better than what âthe algorithmâ suggests,32824,565534
888,12,5,2022,It has potential as a currency,3976,48653
889,13,5,2022,Seriously,142,4165
890,13,5,2022,Still committed to acquisition,11876,197886
891,13,5,2022,Twitter deal temporarily on hold pending details supporting calculation that spam/fake accounts do indeed represent less than 5% of users,27561,231154
892,13,5,2022,The straw war is emblematic of larger social issues,4401,84668
893,13,5,2022,"It still needs more work imo, but we can probably widen the beta a little next month",370,8270
894,13,5,2022,This is messed up,617,13363
895,13,5,2022,How did it even start,3239,93985
896,13,5,2022,The drinking bleach hoax was a hoax,1716,11572
897,13,5,2022,The last straw was the last straw,3721,90484
898,13,5,2022,Stop the war on straws,20372,274262
899,13,5,2022,But I do think that twitter should authenticate all real users and prioritize those replies above unauthenticated users,691,10575
900,13,5,2022,Updated Starlink availability by region,8862,95527
901,13,5,2022,"If Twitter can tell the difference between real and fake users, why does it allow these in our comments",832,10943
902,13,5,2022,Exactly,276,10756
903,13,5,2022,And tastes like cardboard,542,19522
904,14,5,2022,The Lawyers Who Ate California,5179,48837
905,14,5,2022,Just another day in Elden Ring,344,9783
906,14,5,2022,Twitter legal just called to complain that I violated their NDA by revealing the bot check sample size is 100This actually happened.,6520,40105
907,14,5,2022,This message brought to you by the Illuminaughty,12676,197644
908,14,5,2022,Very important to fix your Twitter feed:1. Tap home button.2. Tap stars on upper right of screen.3. Select âLatest tweetsâ.You are being manipulated by the algorithm in ways you donât realize.Easy to switch back amp forth to see the difference.,92736,538230
909,14,5,2022,"Team is working the weekend to get 10.12 in limited release tomorrow. Then we evaluate, do a point update, and broaden the release. 10.12.2 is probably where we can expand to a safety score of 95.",523,8328
910,14,5,2022,"At least, thatâs what the lib hivemind thinks haha",5765,125019
911,14,5,2022,Whoever thought owning the libs would be cheap never tried to acquire a social media company,30556,387518
912,14,5,2022,I relied upon the accuracy of Twitterâs public filings,1173,20887
913,14,5,2022,"Any sensible random sampling process is fine. If many people independently get similar results for % of fake/spam/duplicate accounts, that will be telling.I picked 100 as the sample size number, because that is what Twitter uses to calculate lt5% fake/spam/duplicate.",1294,13680
914,14,5,2022,Interesting,238,5258
915,14,5,2022,"If we collectively try to figure out the bot/duplicate user percentage, we can probably crowdsource a good answer",755,7323
916,14,5,2022,"Ignore first 1000 followers, then pick every 10th. Iâm open to better ideas.",751,10970
917,14,5,2022,Pick any account with a lot of followers,471,8687
918,14,5,2022,"To find out, my team will do a random sample of 100 followers of  I invite others to repeat the same process and see what they discover â",9989,123116
919,14,5,2022,"The axiomatic error was that housing prices only go up. I donât support predatory lending, but many of those lenders were severely wounded or didnât survive. They dug their own graves â a lesson we should all take to heart, including me.",1468,20970
920,14,5,2022,The bots are angry at being counted ,55957,812397
921,15,5,2022,"Iâm not suggesting malice in the algorithm, but rather that itâs trying to guess what you might want to read and, in doing so, inadvertently manipulate/amplify your viewpoints without you realizing this is happening",12185,154243
922,15,5,2022,"Tried TikTok, but itâs not winding my â",516,12626
923,15,5,2022,"Wow, you must be Sherlock f Holmes.Iâm joking.",533,17389
924,15,5,2022,"Tragically, it wasnât even oil from a snake",629,14242
925,15,5,2022,"No, I interact with interesting comments that I see too, even if made by people I donât follow",566,9540
926,15,5,2022,Good move by,4739,102772
927,15,5,2022,Thatâs a deep cut sigh,114,3274
928,15,5,2022,Iâm a bot amp soâs my wife,3503,97468
929,15,5,2022,"Yes, that would have a big impact",172,3889
930,15,5,2022,Not to mention potential bugs in the code. Open source is the way to go to solve both trust and efficacy.,8821,127849
931,15,5,2022,"There is some chance it might be over 90% of daily active users, which is the metric that matters to advertisers.Very odd that the most popular tweets of all time were only liked by 2% of daily active users.",455,4036
932,15,5,2022,Exactly. I have yet to see any analysis that has fake/spam/duplicates at lt5%.,414,5988
933,15,5,2022,Shame on  for shoddy reporting,411,6491
934,15,5,2022,Yes,72,2420
935,15,5,2022,Iconiclaconicplatonic,8382,150174
936,15,5,2022,Incredible art,1423,52382
937,15,5,2022,Great shoes,1766,63757
938,15,5,2022,Borderline too sexy,11433,195622
939,15,5,2022,"Sooo tasty at first, but then no more golden eggs â",3772,75760
940,15,5,2022,The Golden State is cooking its golden geese,9773,156414
941,15,5,2022,"With usernames like that, the bots arenât even trying hard",200,3461
942,16,5,2022,Just a scratch really,946,41232
943,16,5,2022,,398,8785
944,16,5,2022,So how do advertisers know what theyâre getting for their money This is fundamental to the financial health of Twitter.,3547,36373
945,16,5,2022,Have you tried just calling them,1203,15898
946,16,5,2022,"I donât have much choice. Provided they donât explicitly say that I endorse something, there is no legal recourse.",195,4273
947,16,5,2022,I wonder who funds them,3078,44327
948,16,5,2022,It was an honor to meet at Starbase and discuss exciting future projects,2733,30690
949,16,5,2022,I hope itâs a good product,386,15282
950,16,5,2022,Billy is the best,767,11338
951,17,5,2022,"Yes, the purpose of AI Day is to convince great AI/software/chip talent to join Tesla",503,7835
952,17,5,2022,Tesla AI Day  on Aug 19. So many cool updates,8957,138912
953,17,5,2022,Hello  anyone home,2379,18617
954,17,5,2022,Is this legit,7657,115614
955,17,5,2022,"Twitter claims that gt95% of daily active users are real, unique humans. Does anyone have that experience",13193,105984
956,17,5,2022,Seems like Twitter should welcome external validation if their claims are true,1978,18207
957,17,5,2022,Absolutely,1827,20857
958,17,5,2022,Exactly,450,7799
959,17,5,2022,Interesting,213,4318
960,17,5,2022,"20% fake/spam accounts, while 4 times what Twitter claims, could be much higher.My offer was based on Twitterâs SEC filings being accurate.Yesterday, Twitterâs CEO publicly refused to show proof of lt5%.This deal cannot move forward until he does.",14323,105556
961,17,5,2022,"This transcription isnât precise, but gets the gist of it",621,15788
962,17,5,2022,The audience laughter says it all,2449,55256
963,18,5,2022,"In the past I voted Democrat, because they were mostly the kindness party.But they have become the party of division amp hate, so I can no longer support them and will vote Republican.Now, watch their dirty tricks campaign against me unfold â ",119246,824287
964,18,5,2022,Pretty much. The dirty tricks attacks will be next-level.,1920,31061
965,18,5,2022,"Iâm not surprised at all. That was to inoculate the public. As a prominent vaccine advocate, you should understand that.Yale is the epicenter of the woke mind virus attempting to destroy civilization.",9679,79192
966,18,5,2022,Despite Tesla doing more for the environment than any company ever,28242,238438
967,18,5,2022,Political attacks on me will escalate dramatically in coming months,53450,636753
968,18,5,2022,Yes,156,3916
969,18,5,2022,Exactly,789,23256
970,18,5,2022,Insane,711,16326
971,18,5,2022,. has lost their integrity,7185,101777
972,18,5,2022,ESG is an outrageous scam Shame on,1208,11417
973,18,5,2022,Even applied 2 urslf,2849,73613
974,18,5,2022,Or 14 times higher than Twitterâs 5% in my case ,844,12355
975,18,5,2022,So â checks calculator â that would be like 10 times more than 5%,2860,29830
976,18,5,2022,Interesting,646,10334
977,18,5,2022,bullsht baffles brains,16853,224374
978,18,5,2022,Yes,430,8472
979,18,5,2022,"Tesla doesnât need debt, so the rating doesnât impact us, but it is silly",832,15596
980,18,5,2022,Twitter exec trashing free speech amp mocking people with Aspergerâs â,21985,123549
981,18,5,2022,"Exxon is rated top ten best in world for environment, social amp governance ESG by SampP 500, while Tesla didnât make the listESG is a scam. It has been weaponized by phony social justice warriors.",41719,303379
982,19,5,2022,Indeed,222,6999
983,19,5,2022,Itâs true haha,119,4278
984,19,5,2022,A true genius,380,10298
985,19,5,2022,"Good night, sweet maestro, and flights of angels sing thee to thy rest",6362,76446
986,19,5,2022,"To be clear, Iâm spending lt5% but actually of my time on the Twitter acquisition. It ainât rocket scienceYesterday was Giga Texas, today is Starbase. Tesla is on my mind 24/7.So may seem like below, but not true.",17605,250018
987,19,5,2022,I suggest no parties and just direct voting by the people of concise laws that everyone can understand,673,6734
988,19,5,2022,Yup,387,8705
989,19,5,2022,Big update,703,15294
990,19,5,2022,Iâm trying Nice meme.,408,7549
991,19,5,2022,"Unless it is stopped, the woke mind virus will destroy civilization and humanity will never reached Mars",8330,49606
992,19,5,2022,"This is what most people in America want, but unfortunately itâs not realistic. Generally, the party with less power currently Republicans at national level moves more toward center to win moderate votes, so control of House/Senate/President goes back amp forth over time.",4384,75343
993,19,5,2022,I think I saw that boss in Elden Ring,1297,42504
994,19,5,2022,"This is a big one Expect some two steps forward, one step back situations. These will be great ironed in point releases, hence 10.12.2 or 10.13 for wider beta release.",502,8272
995,19,5,2022,For sure,136,5846
996,19,5,2022, ,20865,343259
